Mod:Item:MetaData, Localized Name
mekanism:EnergyCube:0, Basic Energy Cube
mekanism:EnergyCube:0, Advanced Energy Cube
mekanism:EnergyCube:0, Advanced Energy Cube
mekanism:EnergyCube:0, Elite Energy Cube
mekanism:EnergyCube:0, Elite Energy Cube
mekanism:EnergyCube:0, Ultimate Energy Cube
mekanism:EnergyCube:0, Ultimate Energy Cube
mekanism:EnergyCube:0, Creative Energy Cube
mekanism:EnergyCube:0, Creative Energy Cube
mekanism:ObsidianTNT, Obsidian TNT
mekanism:BoundingBlock, Bounding Block
mekanism:GasTank:0, Basic Gas Tank
mekanism:GasTank:0, Advanced Gas Tank
mekanism:GasTank:0, Elite Gas Tank
mekanism:GasTank:0, Ultimate Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:CardboardBox, Cardboard Box
mekanism:PlasticBlock:0, §8Black Plastic Block
mekanism:PlasticBlock:1, §cRed Plastic Block
mekanism:PlasticBlock:2, §2Green Plastic Block
mekanism:PlasticBlock:3, §6Brown Plastic Block
mekanism:PlasticBlock:4, §1Blue Plastic Block
mekanism:PlasticBlock:5, §5Purple Plastic Block
mekanism:PlasticBlock:6, §3Cyan Plastic Block
mekanism:PlasticBlock:7, §7Light Grey Plastic Block
mekanism:PlasticBlock:8, §8Grey Plastic Block
mekanism:PlasticBlock:9, §dPink Plastic Block
mekanism:PlasticBlock:10, §aLime Plastic Block
mekanism:PlasticBlock:11, §eYellow Plastic Block
mekanism:PlasticBlock:12, §9Light Blue Plastic Block
mekanism:PlasticBlock:13, §dMagenta Plastic Block
mekanism:PlasticBlock:14, §6Orange Plastic Block
mekanism:PlasticBlock:15, §fWhite Plastic Block
mekanism:SlickPlasticBlock:0, §8Black Slick Plastic Block
mekanism:SlickPlasticBlock:1, §cRed Slick Plastic Block
mekanism:SlickPlasticBlock:2, §2Green Slick Plastic Block
mekanism:SlickPlasticBlock:3, §6Brown Slick Plastic Block
mekanism:SlickPlasticBlock:4, §1Blue Slick Plastic Block
mekanism:SlickPlasticBlock:5, §5Purple Slick Plastic Block
mekanism:SlickPlasticBlock:6, §3Cyan Slick Plastic Block
mekanism:SlickPlasticBlock:7, §7Light Grey Slick Plastic Block
mekanism:SlickPlasticBlock:8, §8Grey Slick Plastic Block
mekanism:SlickPlasticBlock:9, §dPink Slick Plastic Block
mekanism:SlickPlasticBlock:10, §aLime Slick Plastic Block
mekanism:SlickPlasticBlock:11, §eYellow Slick Plastic Block
mekanism:SlickPlasticBlock:12, §9Light Blue Slick Plastic Block
mekanism:SlickPlasticBlock:13, §dMagenta Slick Plastic Block
mekanism:SlickPlasticBlock:14, §6Orange Slick Plastic Block
mekanism:SlickPlasticBlock:15, §fWhite Slick Plastic Block
mekanism:GlowPlasticBlock:0, §8Black Plastic Glow Block
mekanism:GlowPlasticBlock:1, §cRed Plastic Glow Block
mekanism:GlowPlasticBlock:2, §2Green Plastic Glow Block
mekanism:GlowPlasticBlock:3, §6Brown Plastic Glow Block
mekanism:GlowPlasticBlock:4, §1Blue Plastic Glow Block
mekanism:GlowPlasticBlock:5, §5Purple Plastic Glow Block
mekanism:GlowPlasticBlock:6, §3Cyan Plastic Glow Block
mekanism:GlowPlasticBlock:7, §7Light Grey Plastic Glow Block
mekanism:GlowPlasticBlock:8, §8Grey Plastic Glow Block
mekanism:GlowPlasticBlock:9, §dPink Plastic Glow Block
mekanism:GlowPlasticBlock:10, §aLime Plastic Glow Block
mekanism:GlowPlasticBlock:11, §eYellow Plastic Glow Block
mekanism:GlowPlasticBlock:12, §9Light Blue Plastic Glow Block
mekanism:GlowPlasticBlock:13, §dMagenta Plastic Glow Block
mekanism:GlowPlasticBlock:14, §6Orange Plastic Glow Block
mekanism:GlowPlasticBlock:15, §fWhite Plastic Glow Block
mekanism:ReinforcedPlasticBlock:0, §8Black Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:1, §cRed Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:2, §2Green Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:3, §6Brown Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:4, §1Blue Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:5, §5Purple Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:6, §3Cyan Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:7, §7Light Grey Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:8, §8Grey Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:9, §dPink Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:10, §aLime Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:11, §eYellow Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:12, §9Light Blue Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:13, §dMagenta Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:14, §6Orange Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:15, §fWhite Reinforced Plastic Block
mekanism:RoadPlasticBlock:0, §8Black Plastic Road
mekanism:RoadPlasticBlock:1, §cRed Plastic Road
mekanism:RoadPlasticBlock:2, §2Green Plastic Road
mekanism:RoadPlasticBlock:3, §6Brown Plastic Road
mekanism:RoadPlasticBlock:4, §1Blue Plastic Road
mekanism:RoadPlasticBlock:5, §5Purple Plastic Road
mekanism:RoadPlasticBlock:6, §3Cyan Plastic Road
mekanism:RoadPlasticBlock:7, §7Light Grey Plastic Road
mekanism:RoadPlasticBlock:8, §8Grey Plastic Road
mekanism:RoadPlasticBlock:9, §dPink Plastic Road
mekanism:RoadPlasticBlock:10, §aLime Plastic Road
mekanism:RoadPlasticBlock:11, §eYellow Plastic Road
mekanism:RoadPlasticBlock:12, §9Light Blue Plastic Road
mekanism:RoadPlasticBlock:13, §dMagenta Plastic Road
mekanism:RoadPlasticBlock:14, §6Orange Plastic Road
mekanism:RoadPlasticBlock:15, §fWhite Plastic Road
mekanism:PlasticFence:0, §8Black Plastic Barrier
mekanism:PlasticFence:1, §cRed Plastic Barrier
mekanism:PlasticFence:2, §2Green Plastic Barrier
mekanism:PlasticFence:3, §6Brown Plastic Barrier
mekanism:PlasticFence:4, §1Blue Plastic Barrier
mekanism:PlasticFence:5, §5Purple Plastic Barrier
mekanism:PlasticFence:6, §3Cyan Plastic Barrier
mekanism:PlasticFence:7, §7Light Grey Plastic Barrier
mekanism:PlasticFence:8, §8Grey Plastic Barrier
mekanism:PlasticFence:9, §dPink Plastic Barrier
mekanism:PlasticFence:10, §aLime Plastic Barrier
mekanism:PlasticFence:11, §eYellow Plastic Barrier
mekanism:PlasticFence:12, §9Light Blue Plastic Barrier
mekanism:PlasticFence:13, §dMagenta Plastic Barrier
mekanism:PlasticFence:14, §6Orange Plastic Barrier
mekanism:PlasticFence:15, §fWhite Plastic Barrier
mekanism:SaltBlock, Salt Block
minefactoryreloaded:milk_fluid, Milk
minefactoryreloaded:sludge_fluid, Sludge
minefactoryreloaded:sewage_fluid, Sewage
minefactoryreloaded:mob_essence_fluid, fluid.mfr.mobessence.still.name
minefactoryreloaded:biofuel_fluid, BioFuel
minefactoryreloaded:meat_fluid, Meat
minefactoryreloaded:pink_slime_fluid, fluid.mfr.pinkslime.still.name
minefactoryreloaded:chocolate_milk_fluid, fluid.mfr.chocolatemilk.still.name
minefactoryreloaded:mushroom_soup_fluid, fluid.mfr.mushroomsoup.still.name
minefactoryreloaded:steam_fluid, Steam
minefactoryreloaded:machine_0:0, Planter
minefactoryreloaded:machine_0:1, Fisher
minefactoryreloaded:machine_0:2, Harvester
minefactoryreloaded:machine_0:3, Rancher
minefactoryreloaded:machine_0:4, Fertilizer
minefactoryreloaded:machine_0:5, Veterinary Station
minefactoryreloaded:machine_0:6, Item Collector
minefactoryreloaded:machine_0:7, Block Breaker
minefactoryreloaded:machine_0:8, Weather Collector
minefactoryreloaded:machine_0:9, Sludge Boiler
minefactoryreloaded:machine_0:10, Sewer
minefactoryreloaded:machine_0:11, Composter
minefactoryreloaded:machine_0:12, Breeder
minefactoryreloaded:machine_0:13, Grinder
minefactoryreloaded:machine_0:14, Auto-Enchanter
minefactoryreloaded:machine_0:15, Chronotyper
minefactoryreloaded:machine_1:0, Ejector
minefactoryreloaded:machine_1:1, Item Router
minefactoryreloaded:machine_1:2, Liquid Router
minefactoryreloaded:machine_1:3, Deep Storage Unit
minefactoryreloaded:machine_1:4, LiquiCrafter
minefactoryreloaded:machine_1:5, Lava Fabricator
minefactoryreloaded:machine_1:6, Steam Boiler
minefactoryreloaded:machine_1:7, Auto-Jukebox
minefactoryreloaded:machine_1:8, Unifier
minefactoryreloaded:machine_1:9, Auto-Spawner
minefactoryreloaded:machine_1:10, BioReactor
minefactoryreloaded:machine_1:11, BioFuel Generator
minefactoryreloaded:machine_1:12, Auto-Disenchanter
minefactoryreloaded:machine_1:13, Slaughterhouse
minefactoryreloaded:machine_1:14, Meat Packer
minefactoryreloaded:machine_1:15, Enchantment Router
minefactoryreloaded:machine_2:0, Laser Drill
minefactoryreloaded:machine_2:1, Laser Drill Precharger
minefactoryreloaded:machine_2:2, Auto-Anvil
minefactoryreloaded:machine_2:3, Block Smasher
minefactoryreloaded:machine_2:4, RedNote Block
minefactoryreloaded:machine_2:5, Auto-Brewer
minefactoryreloaded:machine_2:6, Fruit Picker
minefactoryreloaded:machine_2:7, Block Placer
minefactoryreloaded:machine_2:8, Mob Counter
minefactoryreloaded:machine_2:9, Steam Turbine
minefactoryreloaded:machine_2:10, Chunk Loader
minefactoryreloaded:machine_2:11, Fountain
minefactoryreloaded:machine_2:12, Mob Router
minefactoryreloaded:conveyor:16, Conveyor Belt
minefactoryreloaded:conveyor:0, Conveyor Belt (White)
minefactoryreloaded:conveyor:1, Conveyor Belt (Orange)
minefactoryreloaded:conveyor:2, Conveyor Belt (Magenta)
minefactoryreloaded:conveyor:3, Conveyor Belt (Light Blue)
minefactoryreloaded:conveyor:4, Conveyor Belt (Yellow)
minefactoryreloaded:conveyor:5, Conveyor Belt (Lime)
minefactoryreloaded:conveyor:6, Conveyor Belt (Pink)
minefactoryreloaded:conveyor:7, Conveyor Belt (Gray)
minefactoryreloaded:conveyor:8, Conveyor Belt (Light Gray)
minefactoryreloaded:conveyor:9, Conveyor Belt (Cyan)
minefactoryreloaded:conveyor:10, Conveyor Belt (Purple)
minefactoryreloaded:conveyor:11, Conveyor Belt (Blue)
minefactoryreloaded:conveyor:12, Conveyor Belt (Brown)
minefactoryreloaded:conveyor:13, Conveyor Belt (Green)
minefactoryreloaded:conveyor:14, Conveyor Belt (Red)
minefactoryreloaded:conveyor:15, Conveyor Belt (Black)
minefactoryreloaded:stained_glass:0, Stained Glass (White)
minefactoryreloaded:stained_glass:1, Stained Glass (Orange)
minefactoryreloaded:stained_glass:2, Stained Glass (Magenta)
minefactoryreloaded:stained_glass:3, Stained Glass (Light Blue)
minefactoryreloaded:stained_glass:4, Stained Glass (Yellow)
minefactoryreloaded:stained_glass:5, Stained Glass (Lime)
minefactoryreloaded:stained_glass:6, Stained Glass (Pink)
minefactoryreloaded:stained_glass:7, Stained Glass (Gray)
minefactoryreloaded:stained_glass:8, Stained Glass (Light Gray)
minefactoryreloaded:stained_glass:9, Stained Glass (Cyan)
minefactoryreloaded:stained_glass:10, Stained Glass (Purple)
minefactoryreloaded:stained_glass:11, Stained Glass (Blue)
minefactoryreloaded:stained_glass:12, Stained Glass (Brown)
minefactoryreloaded:stained_glass:13, Stained Glass (Green)
minefactoryreloaded:stained_glass:14, Stained Glass (Red)
minefactoryreloaded:stained_glass:15, Stained Glass (Black)
minefactoryreloaded:stained_glass_pane:0, Stained Glass Pane (White)
minefactoryreloaded:stained_glass_pane:1, Stained Glass Pane (Orange)
minefactoryreloaded:stained_glass_pane:2, Stained Glass Pane (Magenta)
minefactoryreloaded:stained_glass_pane:3, Stained Glass Pane (Light Blue)
minefactoryreloaded:stained_glass_pane:4, Stained Glass Pane (Yellow)
minefactoryreloaded:stained_glass_pane:5, Stained Glass Pane (Lime)
minefactoryreloaded:stained_glass_pane:6, Stained Glass Pane (Pink)
minefactoryreloaded:stained_glass_pane:7, Stained Glass Pane (Gray)
minefactoryreloaded:stained_glass_pane:8, Stained Glass Pane (Light Gray)
minefactoryreloaded:stained_glass_pane:9, Stained Glass Pane (Cyan)
minefactoryreloaded:stained_glass_pane:10, Stained Glass Pane (Purple)
minefactoryreloaded:stained_glass_pane:11, Stained Glass Pane (Blue)
minefactoryreloaded:stained_glass_pane:12, Stained Glass Pane (Brown)
minefactoryreloaded:stained_glass_pane:13, Stained Glass Pane (Green)
minefactoryreloaded:stained_glass_pane:14, Stained Glass Pane (Red)
minefactoryreloaded:stained_glass_pane:15, Stained Glass Pane (Black)
minefactoryreloaded:road:0, Road
minefactoryreloaded:road:1, Road Light
minefactoryreloaded:road:4, Road Light (Inverted)
minefactoryreloaded:plastic:0, Block of Plastic
minefactoryreloaded:plastic:1, Plastic Paver
minefactoryreloaded:plastic:2, Plastic Column
minefactoryreloaded:plastic:3, Large Plastic Bricks
minefactoryreloaded:plastic:4, Chiseled Plastic Bricks
minefactoryreloaded:plastic:5, Plastic Road
minefactoryreloaded:plastic:6, Plastic Bricks
minefactoryreloaded:brick:0, Ice Bricks
minefactoryreloaded:brick:1, Glowstone Bricks
minefactoryreloaded:brick:2, Lapis Bricks
minefactoryreloaded:brick:3, Obsidian Bricks
minefactoryreloaded:brick:4, Paved Stone Bricks
minefactoryreloaded:brick:5, Snow Bricks
minefactoryreloaded:brick:6, Large Ice Bricks
minefactoryreloaded:brick:7, Large Glowstone Bricks
minefactoryreloaded:brick:8, Large Lapis Bricks
minefactoryreloaded:brick:9, Large Obsidian Bricks
minefactoryreloaded:brick:10, Large Paved Stone Bricks
minefactoryreloaded:brick:11, Large Snow Bricks
minefactoryreloaded:brick:12, Raw Meat Block
minefactoryreloaded:brick:13, Cooked Meat Block
minefactoryreloaded:brick:14, Large Bricks
minefactoryreloaded:brick:15, Sugar Charcoal Block
minefactoryreloaded:stone:0, Smooth Blackstone
minefactoryreloaded:stone:1, Smooth Whitestone
minefactoryreloaded:stone:2, Cobble Blackstone
minefactoryreloaded:stone:3, Cobble Whitestone
minefactoryreloaded:stone:4, Large Blackstone Bricks
minefactoryreloaded:stone:5, Large Whitestone Bricks
minefactoryreloaded:stone:6, Small Blackstone Bricks
minefactoryreloaded:stone:7, Small Whitestone Bricks
minefactoryreloaded:stone:8, Blackstone Gravel
minefactoryreloaded:stone:9, Whitestone Gravel
minefactoryreloaded:stone:10, Paved Blackstone
minefactoryreloaded:stone:11, Paved Whitestone
minefactoryreloaded:pink_slime_block, Pink Slime Block
minefactoryreloaded:rubberwood_log, Rubber Wood
minefactoryreloaded:rubberwood_leaves:0, Rubber Leaves
minefactoryreloaded:rubberwood_leaves:1, Dry Rubber Leaves
minefactoryreloaded:rubberwood_sapling:0, Rubber Sapling
minefactoryreloaded:rubberwood_sapling:1, Sacred Rubber Sapling
minefactoryreloaded:rubberwood_sapling:2, Mega Rubber Sapling
minefactoryreloaded:rubberwood_sapling:3, Sacred Rubber Sapling
minefactoryreloaded:rail_cargo_dropoff, Cargo Dropoff Rail
minefactoryreloaded:rail_cargo_pickup, Cargo Pickup Rail
minefactoryreloaded:rail_passenger_dropoff, Passenger Dropoff Rail
minefactoryreloaded:rail_passenger_pickup, Passenger Pickup Rail
minefactoryreloaded:rednet_cable:0, RedNet Cable
minefactoryreloaded:rednet_cable:1, RedNet Cable
minefactoryreloaded:rednet_cable:2, RedNet Energy Cable
minefactoryreloaded:rednet_cable:3, RedNet Energy Cable
minefactoryreloaded:rednet_logic, Programmable RedNet Controller
minefactoryreloaded:rednet_panel:0, RedNet Historian
minefactoryreloaded:vine_scaffold, Vine Scaffolding
minefactoryreloaded:detcord, DetCord
minefactoryreloaded:plastic_pipe, Plastic Pipe
minefactoryreloaded:fertile_soil, Fertile Soil
minefactoryreloaded:machine_block:0, Factory Machine Block
minefactoryreloaded:machine_block:1, Programmable RedNet Controller Housing
minefactoryreloaded:tank, Plastic Tank
minefactoryreloaded:hammer, Precision Sledgehammer
minefactoryreloaded:plastic_helm, Plastic Helmet
minefactoryreloaded:plastic_chest, Plastic Breastplate
minefactoryreloaded:plastic_legs, Plastic Leggings
minefactoryreloaded:plastic_boots, Plastic Boots
minefactoryreloaded:glass_helm, Sunglasses
minefactoryreloaded:rubber_raw, Raw Rubber
minefactoryreloaded:rubber_bar, Rubber Bar
minefactoryreloaded:plastic_raw, Raw Plastic
minefactoryreloaded:plastic_sheet, Plastic Sheets
minefactoryreloaded:upgrade_radius:0, Upgrade (Lapis)
minefactoryreloaded:upgrade_radius:1, Upgrade (Tin)
minefactoryreloaded:upgrade_radius:2, Upgrade (Iron)
minefactoryreloaded:upgrade_radius:3, Upgrade (Copper)
minefactoryreloaded:upgrade_radius:4, Upgrade (Bronze)
minefactoryreloaded:upgrade_radius:5, Upgrade (Silver)
minefactoryreloaded:upgrade_radius:6, Upgrade (Gold)
minefactoryreloaded:upgrade_radius:7, Upgrade (Quartz)
minefactoryreloaded:upgrade_radius:8, Upgrade (Diamond)
minefactoryreloaded:upgrade_radius:9, Upgrade (Platinum)
minefactoryreloaded:upgrade_radius:10, Upgrade (Emerald)
minefactoryreloaded:upgrade_radius:16384, Upgrade (Cobble)
minefactoryreloaded:rednet_meter:0, RedNet Meter
minefactoryreloaded:rednet_meter:1, RedNet Multimeter
minefactoryreloaded:rednet_meter:2, Debugger
minefactoryreloaded:rednet_memory_card, PRC Memory Card
minefactoryreloaded:upgrade_logic:0, PRC LX-100 Logic Expansion Card
minefactoryreloaded:upgrade_logic:1, PRC LX-300 Logic Expansion Card
minefactoryreloaded:upgrade_logic:2, PRC LX-500 Logic Expansion Card
minefactoryreloaded:meat_ingot_raw, Raw Meat Ingot
minefactoryreloaded:meat_ingot_cooked, Cooked Meat Ingot
minefactoryreloaded:meat_nugget_raw, Raw "Meat" Nugget
minefactoryreloaded:meat_nugget_cooked, Cooked "Meat" Nugget
minefactoryreloaded:pink_slime:0, Pink Slimeball
minefactoryreloaded:pink_slime:1, Pink Slime Crystal
minefactoryreloaded:syringe_empty, Empty Syringe
minefactoryreloaded:syringe_health, Health Syringe
minefactoryreloaded:syringe_growth, Growth Syringe
minefactoryreloaded:syringe_zombie, Zombie Syringe
minefactoryreloaded:syringe_slime, Slime Embiggening Syringe
minefactoryreloaded:syringe_cure, De-Zombification Syringe
minefactoryreloaded:safari_net_launcher, Safari Net Launcher
minefactoryreloaded:safari_net_reusable, Safari Net (Reusable)
minefactoryreloaded:safari_net_single_use, Safari Net (Single-Use)
minefactoryreloaded:safari_net_jailer, Jailer's Safari Net
minefactoryreloaded:safari_net_jailer_fancy, Golden Jailer's Safari Net
minefactoryreloaded:porta_spawner, PortaSpawner
minefactoryreloaded:xp_extractor, XP Extractor
minefactoryreloaded:straw, Straw
minefactoryreloaded:milk_bottle, Milk Bottle
minefactoryreloaded:plastic_cup:0, Plastic Cup
minefactoryreloaded:plastic_bag, Plastic Bag
minefactoryreloaded:sugar_charcoal, Sugar Charcoal
minefactoryreloaded:fertilizer, Industrial Fertilizer
minefactoryreloaded:ceramic_dye:0, Ceramic Dye (White)
minefactoryreloaded:ceramic_dye:1, Ceramic Dye (Orange)
minefactoryreloaded:ceramic_dye:2, Ceramic Dye (Magenta)
minefactoryreloaded:ceramic_dye:3, Ceramic Dye (Light Blue)
minefactoryreloaded:ceramic_dye:4, Ceramic Dye (Yellow)
minefactoryreloaded:ceramic_dye:5, Ceramic Dye (Lime)
minefactoryreloaded:ceramic_dye:6, Ceramic Dye (Pink)
minefactoryreloaded:ceramic_dye:7, Ceramic Dye (Gray)
minefactoryreloaded:ceramic_dye:8, Ceramic Dye (Light Gray)
minefactoryreloaded:ceramic_dye:9, Ceramic Dye (Cyan)
minefactoryreloaded:ceramic_dye:10, Ceramic Dye (Purple)
minefactoryreloaded:ceramic_dye:11, Ceramic Dye (Blue)
minefactoryreloaded:ceramic_dye:12, Ceramic Dye (Brown)
minefactoryreloaded:ceramic_dye:13, Ceramic Dye (Green)
minefactoryreloaded:ceramic_dye:14, Ceramic Dye (Red)
minefactoryreloaded:ceramic_dye:15, Ceramic Dye (Black)
minefactoryreloaded:laser_focus:0, Laser Focus (White)
minefactoryreloaded:laser_focus:1, Laser Focus (Orange)
minefactoryreloaded:laser_focus:2, Laser Focus (Magenta)
minefactoryreloaded:laser_focus:3, Laser Focus (Light Blue)
minefactoryreloaded:laser_focus:4, Laser Focus (Yellow)
minefactoryreloaded:laser_focus:5, Laser Focus (Lime)
minefactoryreloaded:laser_focus:6, Laser Focus (Pink)
minefactoryreloaded:laser_focus:7, Laser Focus (Gray)
minefactoryreloaded:laser_focus:8, Laser Focus (Light Gray)
